Filename,First Score,First Probability
AF-A0A3Q0KLM2-F1-model_v4,8.08,0.363
AF-A0A5K4F5T5-F1-model_v4,8.08,0.363
AF-G4VQ29-F1-model_v4,8.08,0.363
AF-A0A3Q0KIL3-F1-model_v4,8.07,0.363
AF-A0A3Q0KTG1-F1-model_v4,8.07,0.363
AF-A0A5K4F675-F1-model_v4,8.07,0.363
AF-A0A5K4FCP9-F1-model_v4,8.07,0.363
AF-A0A3Q0KMA9-F1-model_v4,8.06,0.362
AF-G4V7P2-F1-model_v4,8.06,0.363
AF-G4VS96-F1-model_v4,8.06,0.362
AF-A0A3Q0KFS3-F1-model_v4,8.05,0.362
AF-A0A5K4EE48-F1-model_v4,8.05,0.362
AF-A0A5K4ENY8-F1-model_v4,8.05,0.362
AF-G4V795-F1-model_v4,8.05,0.362
AF-A0A3Q0KBD5-F1-model_v4,8.04,0.361
AF-A0A3Q0KES1-F1-model_v4,8.04,0.361
AF-A0A3Q0KM84-F1-model_v4,8.04,0.361
AF-A0A3Q0KMI0-F1-model_v4,8.04,0.361
AF-A0A3Q0KPC5-F1-model_v4,8.04,0.361
AF-A0A3Q0KQ30-F1-model_v4,8.04,0.361
AF-A0A5K4EDH9-F1-model_v4,8.04,0.361
AF-A0A5K4FDE0-F1-model_v4,8.04,0.361
AF-G4VT19-F1-model_v4,8.04,0.361
AF-A0A3Q0KQ41-F1-model_v4,8.03,0.361
AF-A0A5K4ESB6-F1-model_v4,8.03,0.361
AF-A0A5K4F5G4-F1-model_v4,8.03,0.361
AF-A0A5K4F6X8-F1-model_v4,8.03,0.36
AF-A0A5K4EGB0-F1-model_v4,8.02,0.36
AF-A0A5K4ELK6-F1-model_v4,8.02,0.36
AF-A0A5K4ENM0-F1-model_v4,8.02,0.36
AF-A0A5K4ESM2-F1-model_v4,8.02,0.36
AF-A0A5K4EZ79-F1-model_v4,8.02,0.36
AF-G4LUA8-F1-model_v4,8.02,0.36
AF-A0A3Q0KJS0-F1-model_v4,8.01,0.36
AF-A0A5K4ED81-F1-model_v4,8.01,0.36
AF-A0A5K4ES01-F1-model_v4,8.01,0.359
AF-A0A5K4FA27-F1-model_v4,8.01,0.359
AF-A0A3Q0KMU9-F1-model_v4,8.0,0.359
AF-A0A5K4EUM0-F1-model_v4,8.0,0.359
AF-G4VBG6-F1-model_v4,8.0,0.359
AF-G4VSP0-F1-model_v4,8.0,0.359
AF-A0A3Q0KBG4-F1-model_v4,7.99,0.359
AF-A0A3Q0KQG8-F1-model_v4,7.99,0.359
AF-A0A5K4F059-F1-model_v4,7.99,0.358
AF-A0A5K4F6U3-F1-model_v4,7.99,0.358
AF-G4LUA4-F1-model_v4,7.99,0.359
AF-A0A3Q0KNU8-F1-model_v4,7.98,0.358
AF-A0A3Q0KR12-F1-model_v4,7.98,0.358
AF-A0A5K4ELR4-F1-model_v4,7.98,0.358
AF-A0A5K4EM68-F1-model_v4,7.98,0.358
AF-A0A5K4FDJ7-F1-model_v4,7.98,0.358
AF-A0A3Q0KHB1-F1-model_v4,7.96,0.357
AF-A0A3Q0KL90-F1-model_v4,7.96,0.357
AF-A0A5K4E8H0-F1-model_v4,7.96,0.357
AF-A0A5K4EJV5-F1-model_v4,7.96,0.357
AF-A0A5K4F0Q6-F1-model_v4,7.96,0.357
AF-A0A5K4F3K1-F1-model_v4,7.96,0.357
AF-A0A5K4F7Y3-F1-model_v4,7.96,0.357
AF-G4LYJ5-F1-model_v4,7.96,0.357
AF-A0A3Q0KRU5-F1-model_v4,7.95,0.356
AF-A0A3Q0KE83-F1-model_v4,7.94,0.356
AF-A0A3Q0KHH5-F1-model_v4,7.94,0.356
AF-A0A3Q0KQW0-F1-model_v4,7.94,0.356
AF-A0A5K4EMQ4-F1-model_v4,7.94,0.356
AF-G4VLY9-F1-model_v4,7.94,0.356
AF-A0A3Q0KRN4-F1-model_v4,7.93,0.355
AF-A0A5K4EL08-F1-model_v4,7.93,0.355
AF-A0A3Q0KK73-F1-model_v4,7.92,0.355
AF-A0A3Q0KQ21-F1-model_v4,7.92,0.355
AF-A0A3Q0KRF3-F1-model_v4,7.92,0.355
AF-A0A3Q0KRG0-F1-model_v4,7.92,0.355
AF-A0A5K4ECR6-F1-model_v4,7.92,0.354
AF-A0A5K4F693-F1-model_v4,7.92,0.354
AF-A0A5K4FBK7-F1-model_v4,7.92,0.355
AF-G4VP16-F1-model_v4,7.92,0.354
AF-A0A3Q0KBR6-F1-model_v4,7.91,0.354
AF-A0A3Q0KCR5-F1-model_v4,7.91,0.354
AF-A0A3Q0KIW0-F1-model_v4,7.91,0.354
AF-A0A3Q0KJ12-F1-model_v4,7.91,0.354
AF-A0A3Q0KKD3-F1-model_v4,7.91,0.354
AF-A0A5K4FG06-F1-model_v4,7.91,0.354
AF-A0A3Q0KDE0-F1-model_v4,7.9,0.354
AF-A0A5K4EVV6-F1-model_v4,7.9,0.354
AF-A0A5K4F0P6-F1-model_v4,7.9,0.354
AF-A0A5K4F2S9-F1-model_v4,7.9,0.354
AF-A0A5K4F6V2-F1-model_v4,7.9,0.353
AF-A0A5K4EUW6-F1-model_v4,7.89,0.353
AF-A0A5K4F296-F1-model_v4,7.89,0.353
AF-A0A3Q0KCE3-F1-model_v4,7.88,0.353
AF-A0A3Q0KFD2-F1-model_v4,7.88,0.352
AF-A0A5K4ECF6-F1-model_v4,7.88,0.353
AF-A0A5K4FD28-F1-model_v4,7.88,0.353
AF-G4VS29-F1-model_v4,7.88,0.353
AF-A0A3Q0KHQ6-F1-model_v4,7.87,0.352
AF-A0A3Q0KSD2-F1-model_v4,7.87,0.352
AF-A0A5K4EFC4-F1-model_v4,7.87,0.352
AF-A0A5K4F9I4-F1-model_v4,7.87,0.352
AF-G4VQT2-F1-model_v4,7.87,0.352
AF-A0A3Q0KMC1-F1-model_v4,7.86,0.352
AF-A0A5K4ERM7-F1-model_v4,7.86,0.352
AF-A0A5K4FEC0-F1-model_v4,7.86,0.351
AF-G4LXP3-F1-model_v4,7.86,0.351
AF-A0A5K4EDW5-F1-model_v4,7.85,0.351
AF-A0A5K4EE81-F1-model_v4,7.85,0.351
AF-A0A5K4ERX3-F1-model_v4,7.85,0.351
AF-A0A5K4F451-F1-model_v4,7.85,0.351
AF-A0A5K4F7M1-F1-model_v4,7.85,0.351
AF-A0A5K4FEN3-F1-model_v4,7.85,0.351
AF-A0A3Q0KSK7-F1-model_v4,7.84,0.35
AF-A0A5K4ETN4-F1-model_v4,7.84,0.35
AF-A0A5K4F4A3-F1-model_v4,7.84,0.35
AF-A0A5K4FC48-F1-model_v4,7.84,0.35
AF-G4V5S2-F1-model_v4,7.84,0.351
AF-A0A3Q0KHZ1-F1-model_v4,7.83,0.35
AF-A0A3Q0KSB5-F1-model_v4,7.83,0.35
AF-A0A3Q0KTR8-F1-model_v4,7.83,0.35
AF-A0A5K4EDJ9-F1-model_v4,7.83,0.35
AF-A0A5K4EEB0-F1-model_v4,7.82,0.349
AF-A0A5K4EJN1-F1-model_v4,7.82,0.349
AF-G4V867-F1-model_v4,7.82,0.349
AF-G4VHB6-F1-model_v4,7.82,0.349
AF-A0A5K4EEJ4-F1-model_v4,7.81,0.349
AF-V5WB23-F1-model_v4,7.81,0.348
AF-A0A3Q0KLK2-F1-model_v4,7.8,0.348
AF-A0A3Q0KNC6-F1-model_v4,7.8,0.348
AF-G4VB10-F1-model_v4,7.8,0.348
AF-A0A3Q0KND2-F1-model_v4,7.79,0.347
AF-A0A3Q0KSR0-F1-model_v4,7.79,0.348
AF-A0A3Q0KGB4-F1-model_v4,7.78,0.347
AF-A0A5K4ETU1-F1-model_v4,7.78,0.347
AF-A0A5K4FC64-F1-model_v4,7.78,0.347
AF-G4VKV0-F1-model_v4,7.78,0.347
AF-A0A3Q0KLZ9-F1-model_v4,7.77,0.346
AF-A0A5K4F8Z9-F1-model_v4,7.77,0.346
AF-A0A3Q0KU80-F1-model_v4,7.76,0.346
AF-A0A5K4F9H7-F1-model_v4,7.76,0.346
AF-G4LVE3-F1-model_v4,7.76,0.346
AF-A0A3Q0KER0-F1-model_v4,7.75,0.345
AF-A0A3Q0KHA4-F1-model_v4,7.75,0.345
AF-A0A5K4EXM3-F1-model_v4,7.75,0.345
AF-A0A5K4F0R3-F1-model_v4,7.75,0.345
AF-A0A5K4FCF4-F1-model_v4,7.75,0.345
AF-G4LUX9-F1-model_v4,7.75,0.345
AF-A0A3Q0KHT0-F1-model_v4,7.74,0.345
AF-A0A3Q0KKQ2-F1-model_v4,7.74,0.345
AF-A0A3Q0KR70-F1-model_v4,7.74,0.345
AF-A0A5K4F500-F1-model_v4,7.74,0.345
AF-A0A5K4F894-F1-model_v4,7.74,0.345
AF-A0A5K4FE20-F1-model_v4,7.74,0.344
AF-G4VQJ3-F1-model_v4,7.74,0.345
AF-A0A3Q0KKA8-F1-model_v4,7.73,0.344
AF-A0A3Q0KKT5-F1-model_v4,7.73,0.344
AF-A0A3Q0KSP8-F1-model_v4,7.73,0.344
AF-A0A5K4EUL5-F1-model_v4,7.73,0.344
AF-A0A5K4F116-F1-model_v4,7.73,0.344
AF-A0A5K4FB21-F1-model_v4,7.73,0.344
AF-A0A5K4FBF0-F1-model_v4,7.73,0.344
AF-A0A5K4FEV2-F1-model_v4,7.73,0.344
AF-G4VDY7-F1-model_v4,7.73,0.344
AF-G4VR59-F1-model_v4,7.73,0.344
AF-A0A3Q0KLJ9-F1-model_v4,7.72,0.343
AF-A0A3Q0KPJ1-F1-model_v4,7.72,0.344
AF-A0A5K4EYS9-F1-model_v4,7.72,0.343
AF-A0A3Q0KL88-F1-model_v4,7.71,0.343
AF-A0A5K4EU94-F1-model_v4,7.71,0.343
AF-A0A5K4F2S0-F1-model_v4,7.71,0.343
AF-A0A5K4F4B9-F1-model_v4,7.71,0.343
AF-A0A5K4FER5-F1-model_v4,7.71,0.343
AF-A0A3Q0KRL9-F1-model_v4,7.7,0.342
AF-A0A3Q0KT22-F1-model_v4,7.7,0.342
AF-A0A3Q0KUQ2-F1-model_v4,7.7,0.342
AF-A0A5K4F1L8-F1-model_v4,7.7,0.342
AF-A0A3Q0KLD8-F1-model_v4,7.69,0.342
AF-A0A3Q0KR56-F1-model_v4,7.69,0.342
AF-A0A3Q0KT33-F1-model_v4,7.69,0.342
AF-A0A5K4EZD4-F1-model_v4,7.69,0.342
AF-A0A5K4F210-F1-model_v4,7.69,0.342
AF-A0A5K4F7V8-F1-model_v4,7.69,0.342
AF-A0A5K4FCY6-F1-model_v4,7.69,0.342
AF-A0A3Q0KGB0-F1-model_v4,7.68,0.341
AF-A0A3Q0KR73-F1-model_v4,7.68,0.341
AF-A0A5K4FBV2-F1-model_v4,7.68,0.341
AF-A0A5K4FCG9-F1-model_v4,7.68,0.341
AF-A0A3Q0KKC9-F1-model_v4,7.67,0.341
AF-A0A3Q0KU05-F1-model_v4,7.67,0.341
AF-A0A3Q0KV83-F1-model_v4,7.67,0.34
AF-A0A5K4EEK1-F1-model_v4,7.67,0.34
AF-A0A5K4EH80-F1-model_v4,7.67,0.341
AF-A0A5K4F1H6-F1-model_v4,7.67,0.341
AF-A0A5K4F791-F1-model_v4,7.67,0.341
AF-A0A3Q0KBM9-F1-model_v4,7.66,0.34
AF-A0A3Q0KQC1-F1-model_v4,7.66,0.34
AF-A0A3Q0KTI9-F1-model_v4,7.66,0.34
AF-A0A5K4EMX5-F1-model_v4,7.66,0.34
AF-A0A5K4F0M8-F1-model_v4,7.66,0.34
AF-A0A5K4F0V0-F1-model_v4,7.66,0.34
AF-A0A5K4F1Q1-F1-model_v4,7.66,0.34
AF-A0A5K4F559-F1-model_v4,7.66,0.34
AF-A0A3Q0KL68-F1-model_v4,7.65,0.34
AF-A0A3Q0KNG3-F1-model_v4,7.65,0.339
AF-A0A5K4ET86-F1-model_v4,7.65,0.34
AF-A0A5K4F0T5-F1-model_v4,7.65,0.339
AF-A0A5K4F6Z6-F1-model_v4,7.65,0.339
AF-A0A5K4F2J4-F1-model_v4,7.64,0.339
AF-A0A5K4F3D5-F1-model_v4,7.64,0.339
AF-A0A5K4F3K8-F1-model_v4,7.64,0.339
AF-A0A5K4FBZ4-F1-model_v4,7.64,0.339
AF-A0A3Q0KJ81-F1-model_v4,7.63,0.339
AF-A0A3Q0KMJ7-F1-model_v4,7.63,0.339
AF-A0A3Q0KUP0-F1-model_v4,7.63,0.339
AF-A0A3Q0KV04-F1-model_v4,7.63,0.339
AF-G4V5A1-F1-model_v4,7.63,0.338
AF-A0A3Q0KCU7-F1-model_v4,7.62,0.338
AF-A0A3Q0KG84-F1-model_v4,7.62,0.338
AF-A0A3Q0KNB5-F1-model_v4,7.62,0.338
AF-A0A5K4ENW3-F1-model_v4,7.62,0.338
AF-A0A5K4EYR3-F1-model_v4,7.62,0.338
AF-A0A5K4F1K6-F1-model_v4,7.62,0.338
AF-A0A5K4FGW4-F1-model_v4,7.62,0.338
AF-G4V6J1-F1-model_v4,7.62,0.338
AF-A0A3Q0KCR6-F1-model_v4,7.61,0.338
AF-A0A3Q0KP27-F1-model_v4,7.61,0.338
AF-A0A3Q0KTF7-F1-model_v4,7.61,0.338
AF-A0A5K4F8Y3-F1-model_v4,7.61,0.337
AF-A0A5K4FG67-F1-model_v4,7.61,0.337
AF-G4VHH4-F1-model_v4,7.61,0.337
AF-G4VMH7-F1-model_v4,7.61,0.337
AF-A0A3Q0KCI6-F1-model_v4,7.6,0.337
AF-A0A3Q0KL05-F1-model_v4,7.6,0.337
AF-A0A5K4ETQ4-F1-model_v4,7.6,0.337
AF-A0A5K4F6L2-F1-model_v4,7.6,0.337
AF-A0A5K4FEE1-F1-model_v4,7.6,0.337
AF-A0A5K4E9W9-F1-model_v4,7.59,0.336
AF-A0A5K4ERT5-F1-model_v4,7.59,0.336
AF-A0A5K4EVC2-F1-model_v4,7.59,0.336
AF-A0A5K4F3S5-F1-model_v4,7.59,0.336
AF-G4M1T7-F1-model_v4,7.59,0.336
AF-G4VK74-F1-model_v4,7.59,0.337
AF-A0A3Q0KN56-F1-model_v4,7.58,0.336
AF-A0A3Q0KN65-F1-model_v4,7.58,0.336
AF-A0A3Q0KVE3-F1-model_v4,7.58,0.336
AF-A0A5K4EC87-F1-model_v4,7.58,0.336
AF-A0A5K4EYM0-F1-model_v4,7.58,0.336
AF-A0A5K4F249-F1-model_v4,7.58,0.336
AF-A0A5K4F263-F1-model_v4,7.58,0.336
AF-A0A3Q0KCZ9-F1-model_v4,7.57,0.335
AF-A0A5K4FD78-F1-model_v4,7.57,0.335
AF-A0A5K4ESG9-F1-model_v4,7.56,0.334
AF-A0A5K4F4F9-F1-model_v4,7.56,0.335
AF-A0A5K4F9C0-F1-model_v4,7.56,0.335
AF-A0A5K4FEM5-F1-model_v4,7.56,0.335
AF-G4VR89-F1-model_v4,7.56,0.335
AF-Q26563-F1-model_v4,7.56,0.335
AF-A0A3Q0KBG3-F1-model_v4,7.55,0.334
AF-A0A3Q0KDW5-F1-model_v4,7.55,0.334
AF-A0A3Q0KRD9-F1-model_v4,7.55,0.334
AF-A0A3Q0KU72-F1-model_v4,7.55,0.334
AF-A0A5K4E8S2-F1-model_v4,7.55,0.334
AF-A0A5K4EAH6-F1-model_v4,7.55,0.334
AF-A0A5K4EN30-F1-model_v4,7.55,0.334
AF-A0A5K4EWS7-F1-model_v4,7.55,0.334
AF-G4VSZ7-F1-model_v4,7.55,0.334
AF-A0A3Q0KFW3-F1-model_v4,7.54,0.333
AF-A0A3Q0KM33-F1-model_v4,7.54,0.334
AF-A0A5K4EQW3-F1-model_v4,7.54,0.334
AF-A0A5K4EXM2-F1-model_v4,7.54,0.333
AF-A0A5K4FBH2-F1-model_v4,7.54,0.334
AF-A0A5K4EXN9-F1-model_v4,7.53,0.333
AF-A0A5K4FAR7-F1-model_v4,7.53,0.333
AF-G4VF96-F1-model_v4,7.53,0.333
AF-A0A3Q0KE53-F1-model_v4,7.52,0.332
AF-A0A5K4F0U7-F1-model_v4,7.52,0.333
AF-G4VME3-F1-model_v4,7.52,0.333
AF-O18501-F1-model_v4,7.52,0.333
AF-A0A3Q0KHT7-F1-model_v4,7.51,0.332
AF-A0A5K4EPM2-F1-model_v4,7.51,0.332
AF-A0A5K4ED71-F1-model_v4,7.5,0.331
AF-A0A5K4EFD5-F1-model_v4,7.5,0.332
AF-A0A3Q0KEH4-F1-model_v4,7.49,0.331
AF-A0A3Q0KP82-F1-model_v4,7.49,0.331
AF-A0A5K4EZY3-F1-model_v4,7.49,0.331
AF-A0A5K4FCC3-F1-model_v4,7.49,0.331
AF-A0A5K4FFW5-F1-model_v4,7.49,0.331
AF-G4V5D9-F1-model_v4,7.49,0.331
AF-A0A3Q0KEB9-F1-model_v4,7.48,0.331
AF-A0A3Q0KSY7-F1-model_v4,7.48,0.33
AF-A0A5K4F3Z2-F1-model_v4,7.48,0.33
AF-G4VNY2-F1-model_v4,7.48,0.331
AF-A0A3Q0KEG3-F1-model_v4,7.47,0.33
AF-A0A3Q0KSX4-F1-model_v4,7.47,0.33
AF-A0A5K4EX02-F1-model_v4,7.47,0.33
AF-A0A5K4FAS6-F1-model_v4,7.47,0.33
AF-A0A5K4FAV9-F1-model_v4,7.47,0.33
AF-A0A5K4FB62-F1-model_v4,7.47,0.33
AF-G4VTG8-F1-model_v4,7.47,0.33
AF-A0A3Q0KKB6-F1-model_v4,7.46,0.329
AF-A0A3Q0KMF3-F1-model_v4,7.46,0.329
AF-A0A3Q0KTR3-F1-model_v4,7.46,0.33
AF-A0A5K4ECW3-F1-model_v4,7.46,0.329
AF-A0A5K4F4U8-F1-model_v4,7.46,0.33
AF-A0A5K4FAD2-F1-model_v4,7.46,0.329
AF-A0A3Q0KGL8-F1-model_v4,7.45,0.329
AF-A0A5K4EBY6-F1-model_v4,7.45,0.329
AF-A0A5K4ELS0-F1-model_v4,7.45,0.329
AF-A0A5K4EY11-F1-model_v4,7.45,0.329
AF-A0A5K4F1R3-F1-model_v4,7.45,0.329
AF-A0A5K4F9A5-F1-model_v4,7.45,0.329
AF-A0A3Q0KE19-F1-model_v4,7.44,0.329
AF-A0A3Q0KGH9-F1-model_v4,7.44,0.329
AF-A0A3Q0KU62-F1-model_v4,7.44,0.328
AF-A0A5K4F105-F1-model_v4,7.44,0.328
AF-A0A5K4F5F1-F1-model_v4,7.44,0.329
AF-A0A5K4FCQ4-F1-model_v4,7.44,0.328
AF-G4VLB4-F1-model_v4,7.44,0.328
AF-A0A3Q0KL19-F1-model_v4,7.43,0.328
AF-A0A5K4F614-F1-model_v4,7.43,0.328
AF-G4VBY6-F1-model_v4,7.43,0.328
AF-A0A3Q0KQ86-F1-model_v4,7.42,0.327
AF-A0A3Q0KVF1-F1-model_v4,7.42,0.327
AF-A0A5K4FGK9-F1-model_v4,7.42,0.328
AF-G4LZP0-F1-model_v4,7.42,0.328
AF-A0A3Q0KEE2-F1-model_v4,7.41,0.327
AF-A0A3Q0KF38-F1-model_v4,7.41,0.327
AF-A0A3Q0KLZ0-F1-model_v4,7.41,0.327
AF-A0A3Q0KMT0-F1-model_v4,7.41,0.327
AF-A0A5K4EBQ8-F1-model_v4,7.41,0.327
AF-A0A5K4F6I8-F1-model_v4,7.41,0.327
AF-A0A5K4FAC2-F1-model_v4,7.41,0.327
AF-G4LWY8-F1-model_v4,7.41,0.327
AF-G4LX94-F1-model_v4,7.41,0.327
AF-G4V9J2-F1-model_v4,7.41,0.327
AF-G4VTU6-F1-model_v4,7.41,0.327
AF-A0A3Q0KBI6-F1-model_v4,7.4,0.326
AF-A0A3Q0KKJ4-F1-model_v4,7.4,0.326
AF-A0A5K4EIS2-F1-model_v4,7.4,0.326
AF-A0A5K4EWL5-F1-model_v4,7.4,0.326
AF-A0A5K4FDV9-F1-model_v4,7.4,0.326
AF-G4VDW1-F1-model_v4,7.4,0.326
AF-A0A3Q0KMW9-F1-model_v4,7.39,0.326
AF-A0A3Q0KNJ6-F1-model_v4,7.39,0.326
AF-A0A5K4ENB5-F1-model_v4,7.39,0.326
AF-A0A5K4F3Q7-F1-model_v4,7.39,0.325
AF-A0A5K4F8J2-F1-model_v4,7.39,0.325
AF-A0A5K4FBW4-F1-model_v4,7.39,0.325
AF-A0A5K4EHB5-F1-model_v4,7.38,0.325
AF-A0A5K4EIC2-F1-model_v4,7.38,0.325
AF-A0A5K4EQM7-F1-model_v4,7.38,0.325
AF-A0A5K4F198-F1-model_v4,7.38,0.325
AF-A0A5K4F6E8-F1-model_v4,7.38,0.325
AF-A0A3Q0KHW5-F1-model_v4,7.37,0.324
AF-A0A5K4EMU0-F1-model_v4,7.37,0.325
AF-A0A5K4FBG2-F1-model_v4,7.37,0.324
AF-A0A3Q0KM92-F1-model_v4,7.36,0.324
AF-A0A5K4EBU7-F1-model_v4,7.36,0.324
AF-A0A5K4ETN9-F1-model_v4,7.36,0.324
AF-A0A5K4F5C9-F1-model_v4,7.36,0.324
AF-A0A5K4FCW3-F1-model_v4,7.36,0.324
AF-G4LWF4-F1-model_v4,7.36,0.324
AF-A0A3Q0KNA9-F1-model_v4,7.35,0.323
AF-A0A3Q0KRE0-F1-model_v4,7.35,0.323
AF-A0A5K4F2Y9-F1-model_v4,7.35,0.323
AF-G4V611-F1-model_v4,7.35,0.323
AF-A0A3Q0KFP1-F1-model_v4,7.34,0.322
AF-A0A3Q0KQV1-F1-model_v4,7.34,0.322
AF-A0A3Q0KT86-F1-model_v4,7.34,0.323
AF-A0A5K4ESF3-F1-model_v4,7.34,0.322
AF-A0A5K4F3Q3-F1-model_v4,7.34,0.323
AF-G4VI93-F1-model_v4,7.34,0.322
AF-A0A3Q0KQ96-F1-model_v4,7.33,0.322
AF-A0A5K4FAM9-F1-model_v4,7.33,0.322
AF-G4LV34-F1-model_v4,7.33,0.322
AF-G4V6X4-F1-model_v4,7.33,0.322
AF-A0A5K4E992-F1-model_v4,7.32,0.321
AF-A0A5K4F0X0-F1-model_v4,7.32,0.321
AF-A0A3Q0KCQ4-F1-model_v4,7.31,0.321
AF-A0A3Q0KH72-F1-model_v4,7.31,0.321
AF-A0A3Q0KR52-F1-model_v4,7.31,0.321
AF-A0A5K4F1R5-F1-model_v4,7.31,0.321
AF-A0A5K4FD04-F1-model_v4,7.31,0.321
AF-A0A3Q0KLY7-F1-model_v4,7.3,0.32
AF-A0A3Q0KP56-F1-model_v4,7.3,0.32
AF-A0A5K4EM66-F1-model_v4,7.3,0.32
AF-A0A5K4EQ57-F1-model_v4,7.3,0.32
AF-A0A5K4F079-F1-model_v4,7.3,0.32
AF-A0A5K4FB40-F1-model_v4,7.3,0.32
AF-G4LW82-F1-model_v4,7.3,0.32
AF-Q9NJ24-F1-model_v4,7.3,0.32
AF-A0A5K4EDI9-F1-model_v4,7.29,0.319
AF-A0A5K4EQE4-F1-model_v4,7.29,0.319
AF-A0A5K4EVN5-F1-model_v4,7.29,0.32
AF-A0A5K4F215-F1-model_v4,7.29,0.319
AF-A0A5K4F3D6-F1-model_v4,7.29,0.32
AF-A0A5K4F515-F1-model_v4,7.29,0.319
AF-A0A5K4F925-F1-model_v4,7.29,0.319
AF-A0A5K4FBL2-F1-model_v4,7.29,0.32
AF-A0A3Q0KPN5-F1-model_v4,7.28,0.319
AF-A0A5K4EGD6-F1-model_v4,7.28,0.319
AF-A0A5K4EZK7-F1-model_v4,7.28,0.319
AF-A0A5K4FAL7-F1-model_v4,7.28,0.319
AF-G4VAK1-F1-model_v4,7.28,0.319
AF-G4VR77-F1-model_v4,7.28,0.319
AF-A0A3Q0KNH7-F1-model_v4,7.27,0.318
AF-A0A5K4F2A0-F1-model_v4,7.27,0.318
AF-A0A5K4F4A5-F1-model_v4,7.27,0.318
AF-A0A5K4FGQ5-F1-model_v4,7.27,0.318
AF-G4VKT1-F1-model_v4,7.27,0.318
AF-A0A5K4EL95-F1-model_v4,7.26,0.318
AF-A0A5K4ESL7-F1-model_v4,7.26,0.318
AF-A0A5K4FB79-F1-model_v4,7.26,0.318
AF-A0A3Q0KHX4-F1-model_v4,7.25,0.317
AF-A0A3Q0KLH9-F1-model_v4,7.25,0.317
AF-A0A3Q0KMB2-F1-model_v4,7.25,0.317
AF-A0A5K4ECQ4-F1-model_v4,7.25,0.317
AF-A0A5K4EEA4-F1-model_v4,7.25,0.317
AF-A0A3Q0KIV9-F1-model_v4,7.24,0.316
AF-A0A3Q0KK41-F1-model_v4,7.24,0.316
AF-A0A5K4EVR3-F1-model_v4,7.24,0.316
AF-A0A5K4F056-F1-model_v4,7.24,0.316
AF-A0A5K4FCS6-F1-model_v4,7.24,0.317
AF-A0A5K4FDK8-F1-model_v4,7.24,0.317
AF-A0A3Q0KP40-F1-model_v4,7.23,0.316
AF-A0A3Q0KPH8-F1-model_v4,7.23,0.316
AF-A0A3Q0KPQ9-F1-model_v4,7.23,0.316
AF-A0A3Q0KQ42-F1-model_v4,7.23,0.316
AF-A0A3Q0KRX9-F1-model_v4,7.23,0.316
AF-A0A3Q0KS17-F1-model_v4,7.23,0.316
AF-A0A3Q0KT52-F1-model_v4,7.23,0.316
AF-A0A5K4F5U0-F1-model_v4,7.23,0.316
AF-G4VF41-F1-model_v4,7.23,0.316
AF-A0A3Q0KKH8-F1-model_v4,7.22,0.315
AF-A0A3Q0KM36-F1-model_v4,7.22,0.315
AF-A0A3Q0KQL2-F1-model_v4,7.22,0.315
AF-A0A5K4ERE2-F1-model_v4,7.22,0.316
AF-A0A5K4EUF9-F1-model_v4,7.22,0.315
AF-G4VCF8-F1-model_v4,7.22,0.315
AF-G4VGQ1-F1-model_v4,7.22,0.315
AF-A0A5K4EW95-F1-model_v4,7.21,0.315
AF-A0A5K4F0L7-F1-model_v4,7.21,0.315
AF-G4VLR7-F1-model_v4,7.21,0.314
AF-A0A3Q0KEU8-F1-model_v4,7.2,0.314
AF-A0A3Q0KLM3-F1-model_v4,7.2,0.314
AF-A0A5K4EFT8-F1-model_v4,7.2,0.314
AF-A0A5K4FBJ9-F1-model_v4,7.2,0.314
AF-A0A3Q0KP98-F1-model_v4,7.19,0.313
AF-A0A5K4EDG4-F1-model_v4,7.19,0.314
AF-A0A5K4F2G6-F1-model_v4,7.19,0.314
AF-A0A5K4F3P1-F1-model_v4,7.19,0.314
AF-A0A5K4FAT8-F1-model_v4,7.19,0.314
AF-G4V620-F1-model_v4,7.19,0.313
AF-A0A3Q0KDG7-F1-model_v4,7.18,0.313
AF-A0A3Q0KF84-F1-model_v4,7.18,0.313
AF-A0A5K4FAV4-F1-model_v4,7.17,0.312
AF-G4VEX1-F1-model_v4,7.17,0.312
AF-A0A3Q0KJJ0-F1-model_v4,7.16,0.312
AF-A0A3Q0KL08-F1-model_v4,7.16,0.312
AF-A0A5K4EQ51-F1-model_v4,7.16,0.312
AF-A0A5K4EQ74-F1-model_v4,7.16,0.312
AF-A0A5K4EU44-F1-model_v4,7.16,0.312
AF-A0A5K4F3H4-F1-model_v4,7.16,0.312
AF-A0A5K4FA14-F1-model_v4,7.16,0.312
AF-G4LXF2-F1-model_v4,7.16,0.312
AF-G4V6L6-F1-model_v4,7.16,0.312
AF-G4VFE3-F1-model_v4,7.16,0.312
AF-A0A3Q0KJF4-F1-model_v4,7.15,0.311
AF-A0A3Q0KME7-F1-model_v4,7.15,0.311
AF-A0A3Q0KRG2-F1-model_v4,7.15,0.311
AF-A0A5K4ECG8-F1-model_v4,7.15,0.311
AF-A0A5K4EKR7-F1-model_v4,7.15,0.311
AF-A0A5K4F3P3-F1-model_v4,7.15,0.311
AF-A0A3Q0KN25-F1-model_v4,7.14,0.311
AF-A0A3Q0KPB4-F1-model_v4,7.14,0.311
AF-A0A5K4F0L9-F1-model_v4,7.14,0.311
AF-A0A5K4F3L3-F1-model_v4,7.14,0.31
